Date;2015;2016;2017;2018;2019;2020;2021
03.11.2020;11;12;8;13;11;22;
04.11.2020;12;8;10;16;18;23;
05.11.2020;11;23;10;16;16;23;
06.11.2020;8;11;16;13;8;14;
07.11.2020;6;12;14;13;10;20;
08.11.2020;13;13;10;13;4;20;
09.11.2020;11;13;8;9;12;25;
10.11.2020;13;17;13;13;12;23;
11.11.2020;14;12;15;16;15;21;
12.11.2020;11;10;21;16;13;20;
13.11.2020;19;8;15;18;11;23;
14.11.2020;11;10;13;14;8;17;
15.11.2020;15;15;15;10;14;21;
16.11.2020;13;16;16;12;11;24;
17.11.2020;13;9;14;11;8;19;
18.11.2020;11;18;9;13;15;20;
19.11.2020;17;11;12;12;16;14;
20.11.2020;11;19;12;12;12;13;
21.11.2020;15;12;13;10;12;16;
22.11.2020;11;15;8;12;8;12;
23.11.2020;15;14;7;14;11;22;
24.11.2020;11;11;13;9;9;24;
25.11.2020;16;6;7;11;12;16;
26.11.2020;16;15;12;11;21;24;
27.11.2020;8;17;11;10;14;15;
28.11.2020;12;21;17;11;19;20;
29.11.2020;11;17;11;16;11;27;
30.11.2020;16;15;13;13;10;19;
01.12.2020;4;11;8;18;13;17;
02.12.2020;11;15;8;11;11;17;
03.12.2020;14;7;9;18;14;30;
04.12.2020;9;15;8;11;12;16;
05.12.2020;11;17;16;12;19;17;
06.12.2020;13;17;12;11;12;21;
07.12.2020;11;10;17;18;18;32;
08.12.2020;9;12;10;8;10;20;
09.12.2020;19;13;10;5;12;19;
10.12.2020;16;9;11;15;16;17;
11.12.2020;18;8;14;5;19;19;
12.12.2020;20;13;12;12;15;15;
13.12.2020;15;14;10;11;10;13;
14.12.2020;14;13;21;14;13;17;
15.12.2020;13;12;15;14;8;24;
16.12.2020;14;13;8;12;18;20;
17.12.2020;9;13;8;18;5;19;
18.12.2020;15;12;9;16;16;19,5;
19.12.2020;5;14;12;11;10;15;
20.12.2020;9;15;12;9;11;14;
21.12.2020;9;8;14;13;16;25;
22.12.2020;8;14;9;11;6;20;
23.12.2020;11;10;5;9;13;19;
24.12.2020;9;14;7;15;13;12;
25.12.2020;12;11;19;20;22;13;
26.12.2020;12;12;8;19;17;18;
27.12.2020;12;10;11;17;6;14;
28.12.2020;13;11;12;10;9;9;
29.12.2020;11;17;9;13;6;18;
30.12.2020;17;12;13;9;6;8;8
31.12.2020;13;14;11;14;19;17;17
