date;2015;2016;2017;2018;2019;2020;2021
27.10.2020;12;19;14;11;12;26;
28.10.2020;12;6;12;11;10;25;
29.10.2020;11;14;10;18;16;34;
30.10.2020;13;14;15;11;11;22;
31.10.2020;10;17;12;17;18;24;
01.11.2020;11;7;10;13;21;16;
02.11.2020;22;16;10;15;10;23;
03.11.2020;19;20;15;9;12;24;
04.11.2020;9;13;17;6;15;23;
05.11.2020;5;15;12;16;17;22;
06.11.2020;12;9;15;23;16;26;
07.11.2020;8;16;20;17;13;16;
08.11.2020;18;13;16;9;12;33;
09.11.2020;20;19;18;15;17;19;
10.11.2020;11;20;17;13;18;23;
11.11.2020;11;11;11;12;12;30;
12.11.2020;17;9;13;12;13;26;
13.11.2020;12;8;30;8;18;27;
14.11.2020;18;12;12;19;21;17;
15.11.2020;15;15;18;12;11;17;
16.11.2020;14;17;13;13;7;23;
17.11.2020;8;13;14;11;10;24;
18.11.2020;6;14;15;14;18;22;
19.11.2020;18;11;10;12;17;35;
20.11.2020;17;16;19;16;14;19;
21.11.2020;11;13;18;15;10;26;
22.11.2020;11;12;12;14;16;22;
23.11.2020;12;19;14;15;9;28;
24.11.2020;15;13;19;15;14;35;
25.11.2020;10;16;10;6;13;38;
26.11.2020;15;16;12;16;8;28;
27.11.2020;13;15;20;18;6;24;
28.11.2020;14;16;17;18;17;30;
29.11.2020;12;11;20;12;12;31;
30.11.2020;9;19;17;21;12;24;
01.12.2020;13;20;21;10;20;33;
02.12.2020;8;10;9;9;15;29;
03.12.2020;15;17;21;13;19;36;
04.12.2020;13;14;15;18;11;25;
05.12.2020;15;13;13;10;15;33;
06.12.2020;15;25;15;7;14;25;
07.12.2020;13;17;17;17;11;34;
08.12.2020;18;8;12;13;14;23;
09.12.2020;18;12;15;15;20;22;
10.12.2020;12;24;16;18;20;29;
11.12.2020;13;13;21;13;17;26;
12.12.2020;23;10;20;19;22;32;
13.12.2020;8;21;13;15;16;34;
14.12.2020;10;23;18;19;16;30;
15.12.2020;14;15;10;9;13;29;
16.12.2020;15;18;16;14;21;28;
17.12.2020;12;10;19;20;16;29;
18.12.2020;19;9;18;19;13;24;
19.12.2020;17;20;14;20;25;32;
20.12.2020;15;10;10;9;14;20;
21.12.2020;17;8;12;19;23;36;
22.12.2020;9;18;15;18;9;32;
23.12.2020;16;9;17;13;23;21;
24.12.2020;17;20;14;12;15;25;
25.12.2020;13;13;17;20;16;23;
26.12.2020;19;21;11;18;16;23;
27.12.2020;18;18;17;22;17;35;
28.12.2020;22;20;12;23;17;27;
29.12.2020;20;12;8;23;18;17;
30.12.2020;19;20;15;15;27;21;21
31.12.2020;22;14;13;26;18;11;11
