date;2015;2016;2017;2018;2019;2020;2021
01.07.2020;;;;14;12;22;
02.07.2020;;;;17;17;27;
03.07.2020;;;;14;17;15;
04.07.2020;;;;14;15;26;
05.07.2020;;;;15;14;13;
06.07.2020;;;;14;9;23;
07.07.2020;;;;13;11;23;
08.07.2020;;;;18;12;16;
09.07.2020;;;;18;17;18;
10.07.2020;;;;15;14;20;
11.07.2020;;;;15;13;17;
12.07.2020;;;;13;15;10;
13.07.2020;;;;20;12;18;
14.07.2020;;;;16;18;22;
15.07.2020;;;;16;13;21;
16.07.2020;;;;13;16;15;
17.07.2020;;;;27;14;6;
18.07.2020;;;;19;16;15;
19.07.2020;;;;18;9;24;
20.07.2020;;;;14;16;17;
21.07.2020;;;;18;10;20;
22.07.2020;;;;15;13;24;
23.07.2020;;;;17;14;18;
24.07.2020;;;;8;19;21;
25.07.2020;;;;12;14;20;
26.07.2020;;;;14;12;21;
27.07.2020;;;;12;14;20;
28.07.2020;;;;13;17;30;
29.07.2020;;;;23;23;22;
30.07.2020;;;;14;16;22;
31.07.2020;;;;16;12;23;
01.08.2020;;;;11;18;22;
02.08.2020;;;;15;20;25;
03.08.2020;;;;18;24;15;
04.08.2020;;;;20;10;22;
05.08.2020;;;;15;13;13;
06.08.2020;;;;16;21;24;
07.08.2020;;;;13;17;17;
08.08.2020;;;;11;8;31;
09.08.2020;;;;13;10;21;
10.08.2020;;;;20;15;26;
11.08.2020;;;;15;18;22;
12.08.2020;;;;11;14;21;
13.08.2020;;;;17;15;22;
14.08.2020;;;;9;13;20;
15.08.2020;;;;18;25;32;
16.08.2020;;;;16;24;16;
17.08.2020;;;;17;12;29;
18.08.2020;;;;13;17;27;
19.08.2020;;;;17;17;29;
20.08.2020;;;;12;15;33;
21.08.2020;;;;16;18;26;
22.08.2020;;;;16;12;26;
23.08.2020;;;;11;18;20;
24.08.2020;;;;7;11;21;
25.08.2020;;;;11;20;30;
26.08.2020;;;;11;18;28;
27.08.2020;;;;12;21;27;
28.08.2020;;;;12;10;19;
29.08.2020;;;;11;16;12;
30.08.2020;;;;11;15;23;
31.08.2020;;;;11;13;21;
01.09.2020;;;;13;13;23;
02.09.2020;;;;11;12;29;
03.09.2020;;;;20;15;24;
04.09.2020;;;;14;16;28;
05.09.2020;;;;14;14;24;
06.09.2020;;;;17;13;27;
07.09.2020;;;;17;15;21;
08.09.2020;;;;15;14;21;
09.09.2020;;;;9;14;18;
10.09.2020;;;;10;10;18;
11.09.2020;;;;12;21;14;
12.09.2020;;;;12;11;28;
13.09.2020;;;;21;15;15;
14.09.2020;;;;14;17;19;
15.09.2020;;;;13;9;21;
16.09.2020;;;;9;20;25;
17.09.2020;;;;13;13;17;
18.09.2020;;;;18;13;13;
19.09.2020;;;;19;14;17;
20.09.2020;;;;15;16;22;
21.09.2020;;;;15;15;18;
22.09.2020;;;;16;16;19;
23.09.2020;;;;6;7;19;
24.09.2020;;;;13;16;18;
25.09.2020;;;;15;8;18;
26.09.2020;;;;18;6;19;
27.09.2020;;;;13;13;19;
28.09.2020;;;;20;12;18;
29.09.2020;;;;15;11;18;
30.09.2020;;;;10;12;21;
01.10.2020;;;;5;15;25;
02.10.2020;;;;10;16;22;
03.10.2020;;;;13;14;22;
04.10.2020;;;;12;21;19;
05.10.2020;;;;17;14;22;
06.10.2020;;;;15;13;22;
07.10.2020;;;;11;18;15;
08.10.2020;;;;12;14;18;
09.10.2020;;;;16;18;22;
10.10.2020;;;;19;15;18;
11.10.2020;;;;17;10;19;
12.10.2020;;;;11;22;20;
13.10.2020;;;;7;13;24;
14.10.2020;;;;5;11;11;
15.10.2020;;;;7;15;12;
16.10.2020;;;;15;22;20;
17.10.2020;;;;12;8;30;
18.10.2020;;;;18;18;15;
19.10.2020;;;;14;14;19;
20.10.2020;;;;11;9;16;
21.10.2020;;;;8;15;18;
22.10.2020;;;;11;17;21;
23.10.2020;;;;18;13;14;
24.10.2020;;;;13;13;23;
25.10.2020;;;;15;14;14;
26.10.2020;;;;11;9;16;
27.10.2020;;;;20;11;13;
28.10.2020;;;;16;12;19;
29.10.2020;;;;12;13;20;
30.10.2020;;;;15;19;29;
31.10.2020;;;;14;11;18;
01.11.2020;;;;16;18;20;
02.11.2020;;;;7;15;23;
03.11.2020;;;;14;13;15;
04.11.2020;;;;13;16;16;
05.11.2020;;;;18;11;12;
06.11.2020;;;;17;20;26;
07.11.2020;;;;14;14;10;
08.11.2020;;;;15;6;24;
09.11.2020;;;;8;14;30;
10.11.2020;;;;8;15;20;
11.11.2020;;;;13;17;20;
12.11.2020;;;;10;14;28;
13.11.2020;;;;14;19;19;
14.11.2020;;;;16;14;15;
15.11.2020;;;;19;13;35;
16.11.2020;;;;10;15;30;
17.11.2020;;;;15;11;32;
18.11.2020;;;;5;15;28;
19.11.2020;;;;18;20;27;
20.11.2020;;;;8;17;27;
21.11.2020;;;;18;20;13;
22.11.2020;;;;22;13;28;
23.11.2020;;;;14;13;22;
24.11.2020;;;;15;19;22;
25.11.2020;;;;14;18;26;
26.11.2020;;;;20;16;33;
27.11.2020;;;;17;21;26;
28.11.2020;;;;16;17;26;
29.11.2020;;;;17;20;23;
30.11.2020;;;;13;8;20;
