date;2015;2016;2017;2018;2019;2020;2021
29.06.2020;;;;30;20;21;
30.06.2020;;;;20;13;28;
01.07.2020;;;;21;19;19;
02.07.2020;;;;22;27;25;
03.07.2020;;;;28;33;37;
04.07.2020;;;;24;28;18;
05.07.2020;;;;26;23;23;
06.07.2020;;;;21;18;26;
07.07.2020;;;;28;24;30;
08.07.2020;;;;18;26;37;
09.07.2020;;;;38;23;32;
10.07.2020;;;;23;17;28;
11.07.2020;;;;25;20;14;
12.07.2020;;;;25;28;28;
13.07.2020;;;;26;24;16;
14.07.2020;;;;20;13;26;
15.07.2020;;;;19;15;23;
16.07.2020;;;;19;15;19;
17.07.2020;;;;25;19;20;
18.07.2020;;;;21;18;17;
19.07.2020;;;;15;19;23;
20.07.2020;;;;22;27;18;
21.07.2020;;;;22;27;23;
22.07.2020;;;;20;23;18;
23.07.2020;;;;21;26;33;
24.07.2020;;;;23;16;17;
25.07.2020;;;;21;21;19;
26.07.2020;;;;20;29;20;
27.07.2020;;;;24;20;19;
28.07.2020;;;;17;18;17;
29.07.2020;;;;19;31;18;
30.07.2020;;;;14;23;26;
31.07.2020;;;;31;20;15;
01.08.2020;;;;22;24;29;
02.08.2020;;;;29;24;23;
03.08.2020;;;;22;18;18;
04.08.2020;;;;22;18;23;
05.08.2020;;;;18;31;21;
06.08.2020;;;;29;35;22;
07.08.2020;;;;25;15;20;
08.08.2020;;;;22;18;21;
09.08.2020;;;;12;27;26;
10.08.2020;;;;16;29;21;
11.08.2020;;;;30;23;24;
12.08.2020;;;;25;21;23;
13.08.2020;;;;22;16;22;
14.08.2020;;;;24;33;22;
15.08.2020;;;;18;15;25;
16.08.2020;;;;22;20;16;
17.08.2020;;;;18;16;22;
18.08.2020;;;;16;19;26;
19.08.2020;;;;19;31;28;
20.08.2020;;;;26;25;17;
21.08.2020;;;;18;19;24;
22.08.2020;;;;12;27;25;
23.08.2020;;;;22;24;19;
24.08.2020;;;;17;19;10;
25.08.2020;;;;17;21;24;
26.08.2020;;;;20;28;19;
27.08.2020;;;;28;32;18;
28.08.2020;;;;17;23;19;
29.08.2020;;;;18;20;24;
30.08.2020;;;;22;28;23;
31.08.2020;;;;18;26;27;
01.09.2020;;;;26;21;24;
02.09.2020;;;;19;31;23;
03.09.2020;;;;19;29;11;
04.09.2020;;;;15;33;18;
05.09.2020;;;;29;24;22;
06.09.2020;;;;18;33;26;
07.09.2020;;;;22;23;25;
08.09.2020;;;;18;29;28;
