date;2015;2016;2017;2018;2019;2020;2021
02.06.2020;30;42;55;28;28;33;
03.06.2020;42;42;23;17;24;33;
04.06.2020;33;32;25;24;45;42;
05.06.2020;30;31;35;36;34;38;
06.06.2020;26;31;35;25;29;40;
07.06.2020;20;28;42;22;34;32;
08.06.2020;27;29;38;22;30;31;
09.06.2020;37;27;51;30;30;34;
10.06.2020;34;34;29;41;37;54;
11.06.2020;27;25;35;40;28;35;
12.06.2020;28;29;33;36;28;27;
13.06.2020;38;36;27;48;29;47;
14.06.2020;17;37;38;37;35;30;
15.06.2020;28;34;39;32;29;32;
16.06.2020;36;26;43;41;37;47;
17.06.2020;29;21;30;46;30;38;
18.06.2020;28;36;29;32;26;39;
19.06.2020;22;27;32;42;30;43;
20.06.2020;33;24;29;48;23;35;
21.06.2020;26;37;33;33;25;33;
22.06.2020;26;43;42;27;39;40;
23.06.2020;26;37;24;44;32;42;
24.06.2020;26;56;35;42;33;39;
25.06.2020;25;30;32;38;35;37;
26.06.2020;28;36;34;28;32;36;
27.06.2020;19;33;27;39;41;37;
28.06.2020;23;34;31;45;35;30;
29.06.2020;27;33;48;46;34;45;
30.06.2020;24;34;44;24;17;42;
01.07.2020;23;37;31;49;34;37;
02.07.2020;22;26;33;66;38;40;
03.07.2020;25;34;52;48;27;35;
04.07.2020;24;34;26;54;18;32;
05.07.2020;26;32;15;47;28;37;
06.07.2020;25;33;11;34;24;44;
07.07.2020;24;32;9;27;30;42;
08.07.2020;32;33;12;43;25;49;
09.07.2020;36;36;8;43;38;49;
10.07.2020;39;19;9;31;48;41;
11.07.2020;32;27;10;44;28;49;
12.07.2020;35;35;8;48;31;41;
13.07.2020;32;41;15;48;28;34;
14.07.2020;38;28;32;38;30;25;
15.07.2020;27;44;32;38;30;46;
16.07.2020;29;42;31;39;32;44;
17.07.2020;31;44;52;51;32;42;
18.07.2020;29;40;35;36;44;38;
19.07.2020;32;36;24;36;37;53;
20.07.2020;22;26;41;39;32;47;
21.07.2020;30;40;34;28;18;35;
22.07.2020;31;34;43;34;26;38;
23.07.2020;24;28;36;21;6;50;
24.07.2020;33;36;23;22;6;47;
25.07.2020;35;30;38;27;8;37;
26.07.2020;31;26;31;34;9;39;
27.07.2020;37;25;44;25;7;55;
28.07.2020;25;28;34;41;6;41;
29.07.2020;32;32;33;33;30;46;
30.07.2020;25;16;24;59;39;57;
31.07.2020;37;36;38;41;39;59;
01.08.2020;37;46;33;28;43;45;
02.08.2020;42;34;37;38;43;58;
03.08.2020;28;31;37;52;34;61;
04.08.2020;31;27;31;41;36;217;
05.08.2020;23;33;21;37;36;109;
06.08.2020;31;30;32;34;25;42;
07.08.2020;22;26;32;44;45;45;
08.08.2020;46;44;41;38;38;50;
09.08.2020;28;26;27;34;38;42;
10.08.2020;31;38;38;41;30;53;
11.08.2020;24;36;36;47;30;42;
12.08.2020;36;46;32;44;43;52;
13.08.2020;31;36;33;41;26;53;
14.08.2020;48;34;38;50;35;49;
15.08.2020;35;29;30;64;35;36;
16.08.2020;33;36;39;49;46;45;
17.08.2020;32;42;45;54;40;53;
18.08.2020;42;28;34;42;27;56;
19.08.2020;38;21;31;56;36;60;
20.08.2020;38;33;25;49;30;51;
21.08.2020;33;38;35;28;40;52;
22.08.2020;37;36;24;33;22;24;
23.08.2020;33;33;32;40;25;31;
24.08.2020;27;32;35;57;41;48;
25.08.2020;29;26;29;50;31;60;
26.08.2020;21;37;31;46;31;58;
27.08.2020;23;40;35;66;22;58;
28.08.2020;30;37;22;48;38;51;
29.08.2020;28;29;28;61;28;61;
30.08.2020;26;32;32;31;33;53;
31.08.2020;39;33;26;35;24;57;
01.09.2020;30;35;27;24;31;83;
02.09.2020;27;27;31;25;47;72;
03.09.2020;28;28;34;19;42;78;
04.09.2020;28;30;29;22;25;73;
05.09.2020;34;39;29;20;28;60;
06.09.2020;25;34;38;22;31;42;
07.09.2020;21;38;35;25;27;65;
08.09.2020;33;26;28;18;30;72;
09.09.2020;23;29;33;21;32;54;
10.09.2020;24;37;35;21;29;69;
11.09.2020;31;27;37;25;33;53;
12.09.2020;35;42;41;18;45;62;
13.09.2020;30;37;34;18;30;65;
14.09.2020;30;37;35;16;15;81;
15.09.2020;33;30;36;24;16;85;
16.09.2020;22;33;42;19;26;63;
17.09.2020;37;22;26;29;29;78;
18.09.2020;32;25;30;28;33;79;
19.09.2020;21;32;36;28;42;65;
20.09.2020;35;35;41;17;34;71;
21.09.2020;25;27;37;17;43;57;
22.09.2020;35;34;28;19;25;64;
23.09.2020;23;39;30;26;31;57;
24.09.2020;18;35;25;25;23;73;
25.09.2020;29;27;38;18;29;70;
26.09.2020;27;30;31;30;27;56;
27.09.2020;20;30;37;26;28;60;
28.09.2020;25;38;38;19;25;57;
29.09.2020;23;34;36;23;20;61;
30.09.2020;21;37;29;21;25;63;
01.10.2020;30;23;37;30;36;58;
02.10.2020;28;34;38;15;39;69;
03.10.2020;22;37;35;17;19;70;
04.10.2020;23;38;40;22;17;58;
05.10.2020;25;27;22;24;26;75;
06.10.2020;24;35;30;22;33;71;
07.10.2020;29;43;32;22;40;63;
08.10.2020;24;30;24;17;30;53;
09.10.2020;23;30;27;13;34;51;
10.10.2020;39;38;32;8;29;58;
11.10.2020;34;38;22;25;44;54;
12.10.2020;36;45;36;34;25;71;
13.10.2020;27;28;36;27;26;37;
14.10.2020;31;22;34;34;26;40;
15.10.2020;23;21;44;26;44;58;
16.10.2020;25;32;38;42;14;62;
17.10.2020;31;31;30;30;32;57;
18.10.2020;26;34;39;42;32;47;
19.10.2020;23;43;37;41;37;59;
20.10.2020;31;33;43;40;23;57;
21.10.2020;26;30;42;37;38;62;
22.10.2020;30;33;37;39;24;51;
23.10.2020;23;34;42;38;33;29;
24.10.2020;27;28;33;40;39;42;
25.10.2020;22;30;41;39;28;57;
26.10.2020;37;35;32;31;26;62;
27.10.2020;23;34;54;40;27;68;
28.10.2020;43;37;37;24;40;50;
29.10.2020;28;33;31;35;31;63;
30.10.2020;34;40;44;33;27;51;
31.10.2020;40;24;39;16;28;58;
01.11.2020;28;37;24;41;36;58;
02.11.2020;36;27;36;33;35;41;
03.11.2020;34;44;46;31;29;72;
04.11.2020;26;40;37;33;28;65;
05.11.2020;39;43;39;37;32;50;
06.11.2020;42;34;32;40;34;69;
07.11.2020;38;39;31;49;38;54;
08.11.2020;31;35;39;34;28;57;
09.11.2020;35;41;38;40;19;66;
10.11.2020;37;34;32;45;26;63;
11.11.2020;42;25;27;32;24;57;
12.11.2020;39;32;30;49;45;62;
13.11.2020;20;25;36;38;40;62;
14.11.2020;25;37;40;43;31;55;
15.11.2020;29;37;32;35;46;80;
16.11.2020;40;36;42;47;35;72;
17.11.2020;36;39;43;36;34;60;
18.11.2020;32;41;28;22;28;54;
19.11.2020;31;36;41;37;38;57;
20.11.2020;34;40;41;40;40;56;
21.11.2020;36;40;37;30;38;67;
22.11.2020;32;25;30;35;41;69;
23.11.2020;35;36;37;36;33;67;
24.11.2020;37;38;40;22;20;59;
25.11.2020;32;35;40;18;25;76;
26.11.2020;36;25;34;11;32;69;
27.11.2020;36;37;45;15;28;80;
28.11.2020;45;40;38;20;36;75;
29.11.2020;40;30;34;29;32;75;
30.11.2020;31;30;30;34;42;67;
01.12.2020;26;42;39;24;43;76;
02.12.2020;34;34;30;21;34;72;
03.12.2020;38;37;34;26;31;69;
04.12.2020;46;33;42;29;38;76;
05.12.2020;37;26;36;18;45;51;
06.12.2020;29;36;26;20;42;59;
07.12.2020;32;26;29;30;35;61;
08.12.2020;30;36;37;19;24;67;
09.12.2020;44;31;25;28;27;67;
10.12.2020;49;34;29;41;40;61;
11.12.2020;36;36;39;15;36;69;
12.12.2020;34;35;35;33;37;44;
13.12.2020;32;39;53;25;30;61;
14.12.2020;34;38;40;31;39;68;
15.12.2020;39;42;40;20;38;55;
16.12.2020;37;38;43;19;42;63;
17.12.2020;39;43;48;4;35;65;
18.12.2020;32;39;25;31;43;60;
19.12.2020;40;35;36;25;43;55;
20.12.2020;37;47;40;30;31;54;
21.12.2020;37;47;37;31;49;68;
22.12.2020;36;36;44;38;33;64;
23.12.2020;44;43;30;38;39;53;
24.12.2020;39;28;35;43;49;45;
25.12.2020;23;36;44;36;53;45;
26.12.2020;47;40;45;40;49;48;
27.12.2020;48;29;29;39;39;53;
28.12.2020;48;37;26;40;40;50;
29.12.2020;50;46;30;50;48;52;
30.12.2020;56;40;35;46;41;56;56
31.12.2020;41;24;27;38;38;61;61
