date;2015;2016;2017;2018;2019;2020;2021
06.10.2020;;;;8;8;12;
07.10.2020;;;;6;11;11;
08.10.2020;;;;3;7;12;
09.10.2020;;;;9;5;17;
10.10.2020;;;;11;7;15;
11.10.2020;;;;8;6;19;
12.10.2020;;;;5;6;11;
13.10.2020;;;;4;9;8;
14.10.2020;;;;7;9;9;
15.10.2020;;;;6;8;7;
16.10.2020;;;;3;7;12;
17.10.2020;;;;4;2;13;
18.10.2020;;;;4;4;9;
19.10.2020;;;;13;10;17;
20.10.2020;;;;8;5;13;
21.10.2020;;;;10;7;6;
22.10.2020;;;;6;10;11;
23.10.2020;;;;12;7;9;
24.10.2020;;;;6;6;13;
25.10.2020;;;;11;6;16;
26.10.2020;;;;8;6;5;
27.10.2020;;;;7;8;13;
28.10.2020;;;;7;7;16;
29.10.2020;;;;11;9;23;
30.10.2020;;;;7;9;13;
31.10.2020;;;;10;8;10;
01.11.2020;;;;10;5;14;
02.11.2020;;;;9;9;12;
03.11.2020;;;;8;7;5;
04.11.2020;;;;10;5;4;
05.11.2020;;;;6;4;10;
06.11.2020;;;;5;4;18;
07.11.2020;;;;2;10;11;
08.11.2020;;;;8;7;9;
09.11.2020;;;;11;7;9;
10.11.2020;;;;5;11;17;
11.11.2020;;;;7;10;13;
12.11.2020;;;;6;10;14;
13.11.2020;;;;11;5;15;
14.11.2020;;;;9;5;18;
15.11.2020;;;;10;9;10;
16.11.2020;;;;3;8;8;
17.11.2020;;;;9;8;16;
18.11.2020;;;;7;5;16;
19.11.2020;;;;9;6;17;
20.11.2020;;;;6;2;10;
21.11.2020;;;;4;4;18;
22.11.2020;;;;7;10;8;
23.11.2020;;;;2;2;11;
24.11.2020;;;;9;10;11;
25.11.2020;;;;6;4;14;
26.11.2020;;;;6;10;8;
27.11.2020;;;;8;9;7;
28.11.2020;;;;7;5;10;
29.11.2020;;;;8;6;19;
30.11.2020;;;;7;7;12;
01.12.2020;;;;9;6;12;
02.12.2020;;;;14;5;20;
03.12.2020;;;;9;11;13;
04.12.2020;;;;8;6;12;
05.12.2020;;;;7;9;23;
06.12.2020;;;;5;5;12;
07.12.2020;;;;7;4;16;
08.12.2020;;;;4;7;9;
09.12.2020;;;;11;6;12;
10.12.2020;;;;7;4;12;
11.12.2020;;;;4;9;17;
12.12.2020;;;;4;6;12;
13.12.2020;;;;4;5;18;
14.12.2020;;;;8;9;13;
15.12.2020;;;;9;8;9;
16.12.2020;;;;3;4;8;
17.12.2020;;;;5;9;13;
18.12.2020;;;;5;8;9;
19.12.2020;;;;8;6;9;
20.12.2020;;;;7;3;10;
21.12.2020;;;;5;6;12;
22.12.2020;;;;8;10;9;
23.12.2020;;;;8;7;10;
24.12.2020;;;;8;5;15;
25.12.2020;;;;7;8;13;
26.12.2020;;;;;4;7;
27.12.2020;;;;;11;6;
28.12.2020;;;;;6;5;
29.12.2020;;;;;10;11;
30.12.2020;;;;;;15;15
31.12.2020;;;;;;6;6
