date;2015;2016;2017;2018;2019;2020;2021
06.10.2020;7;6;12;4;7;13;
07.10.2020;8;5;6;10;10;19;
08.10.2020;5;10;10;10;6;15;
09.10.2020;17;9;7;12;10;23;
10.10.2020;4;13;8;8;6;20;
11.10.2020;1;10;8;8;5;16;
12.10.2020;6;9;10;3;6;18;
13.10.2020;5;10;8;7;6;13;
14.10.2020;11;9;7;13;8;11;
15.10.2020;7;7;11;6;11;26;
16.10.2020;8;7;8;11;9;16;
17.10.2020;12;13;8;12;10;15;
18.10.2020;7;10;9;9;16;23;
19.10.2020;18;8;8;6;11;16;
20.10.2020;10;6;9;6;9;18;
21.10.2020;7;12;12;8;7;13;
22.10.2020;9;5;10;13;13;14;
23.10.2020;10;12;6;5;4;23;
24.10.2020;4;10;7;8;7;14;
25.10.2020;9;8;12;17;9;18;
26.10.2020;4;9;7;7;6;16;
27.10.2020;9;15;8;6;13;15;
28.10.2020;10;9;6;7;8;21;
29.10.2020;7;9;11;11;13;19;
30.10.2020;8;12;6;8;6;24;
31.10.2020;8;8;6;7;7;12;
01.11.2020;8;9;5;9;8;19;
02.11.2020;8;5;14;13;4;21;
03.11.2020;16;12;9;10;11;18;
04.11.2020;5;13;4;9;6;10;
05.11.2020;14;9;9;11;8;17;
06.11.2020;5;13;9;9;5;23;
07.11.2020;2;11;10;10;12;16;
08.11.2020;8;10;14;2;8;16;
09.11.2020;10;15;13;8;8;3;
10.11.2020;10;9;9;17;6;12;
11.11.2020;5;8;8;12;10;13;
12.11.2020;14;9;12;10;9;20;
13.11.2020;7;5;12;11;10;29;
14.11.2020;10;9;7;9;9;23;
15.11.2020;18;1;7;10;7;21;
16.11.2020;18;8;10;7;13;14;
17.11.2020;27;11;4;7;9;17;
18.11.2020;5;7;9;16;10;20;
19.11.2020;7;11;9;7;9;19;
20.11.2020;6;8;13;11;10;16;
21.11.2020;6;5;7;19;11;23;
22.11.2020;7;11;4;15;10;16;
23.11.2020;6;15;7;12;11;18;
24.11.2020;9;11;12;8;16;19;
25.11.2020;16;6;2;11;10;23;
26.11.2020;6;13;8;8;5;19;
27.11.2020;10;11;7;6;16;19;
28.11.2020;9;11;9;7;10;17;
29.11.2020;24;7;16;12;7;23;
30.11.2020;11;10;8;7;9;15;
01.12.2020;8;11;9;7;4;23;
02.12.2020;14;8;4;9;13;31;
03.12.2020;4;4;12;5;13;15;
04.12.2020;11;16;11;3;6;19;
05.12.2020;10;12;9;10;12;20;
06.12.2020;7;2;9;6;8;18;
07.12.2020;7;6;10;14;7;14;
08.12.2020;7;8;5;4;11;25;
09.12.2020;17;12;6;3;8;14;
10.12.2020;5;5;8;7;9;21;
11.12.2020;8;8;13;9;8;16;
12.12.2020;25;12;12;12;8;16;
13.12.2020;9;12;15;6;9;21;
14.12.2020;14;9;10;6;9;24;
15.12.2020;13;13;15;9;6;22;
16.12.2020;20;12;9;9;9;13;
17.12.2020;7;8;18;10;3;10;
18.12.2020;7;9;15;7;10;19;
19.12.2020;13;6;10;9;11;13;
20.12.2020;13;11;5;7;4;19;
21.12.2020;14;8;6;11;8;26;
22.12.2020;9;9;6;7;11;20;
23.12.2020;13;12;7;7;26;16;
24.12.2020;8;8;9;14;10;10;
25.12.2020;8;9;10;9;13;18;
26.12.2020;7;12;8;6;6;13;
27.12.2020;10;10;6;13;15;12;
28.12.2020;24;6;12;13;7;16;
29.12.2020;12;8;9;8;8;9;
30.12.2020;12;9;7;13;8;11;11
31.12.2020;10;9;8;5;7;20;20
