Date;2015;2016;2017;2018;2019;2020;2021
06.11.2020;11;22;17;24;16;54;
07.11.2020;19;20;22;16;14;38;
08.11.2020;14;21;15;17;17;35;
09.11.2020;17;13;14;22;13;37;
10.11.2020;13;21;24;23;12;61;
11.11.2020;18;16;19;14;20;43;
12.11.2020;21;12;23;22;25;52;
13.11.2020;26;24;21;20;16;45;
14.11.2020;12;18;15;13;18;48;
15.11.2020;21;15;31;18;31;59;
16.11.2020;18;23;21;14;14;59;
17.11.2020;24;18;23;13;16;45;
18.11.2020;19;13;14;14;24;63;
19.11.2020;8;24;29;31;13;56;
20.11.2020;22;11;24;15;11;52;
21.11.2020;17;9;15;13;19;63;
22.11.2020;15;21;18;16;13;50;
23.11.2020;23;16;13;20;23;65;
24.11.2020;18;21;13;21;23;74;
25.11.2020;18;13;23;13;20;51;
26.11.2020;18;18;7;15;17;56;
27.11.2020;16;19;22;11;12;57;
28.11.2020;22;20;19;17;16;44;
29.11.2020;16;19;21;27;23;60;
30.11.2020;19;20;24;15;23;54;
01.12.2020;16;21;21;19;18;67;
02.12.2020;22;11;15;19;23;37;
03.12.2020;15;18;17;16;21;64;
04.12.2020;12;20;22;18;19;58;
05.12.2020;11;15;13;19;23;58;
06.12.2020;14;13;19;10;12;53;
07.12.2020;15;19;13;23;14;61;
08.12.2020;18;24;15;15;23;60;
09.12.2020;15;15;18;20;21;48;
10.12.2020;21;19;21;18;16;56;
11.12.2020;15;14;16;14;16;49;
12.12.2020;16;17;20;25;26;47;
13.12.2020;13;21;13;13;17;35;
14.12.2020;21;12;19;20;22;36;
15.12.2020;22;19;26;15;21;31;
16.12.2020;16;10;16;21;23;46;
17.12.2020;19;29;14;23;21;41;
18.12.2020;13;12;31;16;19;43;
19.12.2020;17;24;25;11;19;25;
20.12.2020;14;25;26;16;12;40;
21.12.2020;17;14;10;22;8;32;
22.12.2020;32;22;16;19;29;37;
23.12.2020;20;15;24;17;29;35;
24.12.2020;16;20;17;18;27;33;
25.12.2020;14;24;13;26;23;30;
26.12.2020;20;21;17;14;12;25;
27.12.2020;12;25;18;19;17;29;
28.12.2020;18;27;15;21;14;41;
29.12.2020;19;22;33;23;17;38;
30.12.2020;18;14;10;22;21;23;23
31.12.2020;27;21;23;22;24;34;34
