date;2015;2016;2017;2018;2019;2020;2021
21.10.2020;;;;8;3;12;
22.10.2020;;;;6;12;12;
23.10.2020;;;;8;6;12;
24.10.2020;;;;11;5;10;
25.10.2020;;;;5;8;15;
26.10.2020;;;;13;8;11;
27.10.2020;;;;5;12;17;
28.10.2020;;;;8;8;9;
29.10.2020;;;;2;6;12;
30.10.2020;;;;5;3;15;
31.10.2020;;;;11;5;16;
01.11.2020;;;;11;10;17;
02.11.2020;;;;8;6;13;
03.11.2020;;;;9;9;9;
04.11.2020;;;;8;3;20;
05.11.2020;;;;4;7;20;
06.11.2020;;;;12;14;12;
07.11.2020;;;;6;7;7;
08.11.2020;;;;5;9;10;
09.11.2020;;;;11;6;17;
10.11.2020;;;;6;7;17;
11.11.2020;;;;7;11;16;
12.11.2020;;;;5;11;11;
13.11.2020;;;;5;7;14;
14.11.2020;;;;11;13;10;
15.11.2020;;;;7;7;16;
16.11.2020;;;;8;9;15;
17.11.2020;;;;2;11;16;
18.11.2020;;;;4;10;23;
19.11.2020;;;;8;6;17;
20.11.2020;;;;3;8;19;
21.11.2020;;;;5;8;19;
22.11.2020;;;;4;10;22;
23.11.2020;;;;11;7;11;
24.11.2020;;;;9;5;18;
25.11.2020;;;;9;4;19;
26.11.2020;;;;9;7;23;
27.11.2020;;;;2;8;19;
28.11.2020;;;;3;7;17;
29.11.2020;;;;8;11;15;
30.11.2020;;;;8;6;14;
01.12.2020;;;;11;7;14;
02.12.2020;;;;3;11;18;
03.12.2020;;;;9;7;18;
04.12.2020;;;;5;6;22;
05.12.2020;;;;;6;17;
06.12.2020;;;;8;8;16;
07.12.2020;;;;9;13;20;
08.12.2020;;;;9;8;18;
09.12.2020;;;;7;5;17;
10.12.2020;;;;7;9;18;
11.12.2020;;;;15;13;15;
12.12.2020;;;;8;10;15;
13.12.2020;;;;10;9;8;
14.12.2020;;;;4;8;20;
15.12.2020;;;;12;8;16;
16.12.2020;;;;2;9;17;
17.12.2020;;;;6;13;17;
18.12.2020;;;;6;6;10;
19.12.2020;;;;5;9;12;
20.12.2020;;;;11;7;7;
21.12.2020;;;;9;7;8;
22.12.2020;;;;10;6;12;
23.12.2020;;;;12;12;6;
24.12.2020;;;;9;5;14;
25.12.2020;;;;10;11;13;
26.12.2020;;;;9;8;8;
27.12.2020;;;;14;8;12;
28.12.2020;;;;10;5;14;
29.12.2020;;;;2;8;12;
30.12.2020;;;;10;7;13;13
31.12.2020;;;;11;12;9;9
