date;2015;2016;2017;2018;2019;2020;2021
25.08.2020;8;6;6;5;7;15;
26.08.2020;5;7;12;5;5;9;
27.08.2020;5;3;1;7;2;19;
28.08.2020;5;7;8;6;7;12;
29.08.2020;1;11;5;9;9;13;
30.08.2020;9;4;9;9;5;14;
31.08.2020;5;3;6;11;4;12;
01.09.2020;4;2;4;4;12;23;
02.09.2020;4;11;6;5;3;18;
03.09.2020;5;8;7;3;5;18;
04.09.2020;8;5;5;5;5;14;
05.09.2020;7;7;7;3;5;15;
06.09.2020;11;6;6;9;4;22;
07.09.2020;12;8;10;7;8;25;
08.09.2020;8;7;5;10;10;18;
09.09.2020;6;6;3;3;9;16;
10.09.2020;6;10;8;8;12;20;
11.09.2020;4;4;8;3;10;12;
12.09.2020;7;6;7;9;7;18;
13.09.2020;5;8;5;7;7;20;
14.09.2020;7;5;7;5;8;23;
15.09.2020;5;6;7;7;11;19;
16.09.2020;10;9;6;8;5;25;
17.09.2020;4;5;6;10;12;19;
18.09.2020;6;2;9;12;11;29;
19.09.2020;2;7;9;8;5;23;
20.09.2020;14;10;8;5;4;8;
21.09.2020;10;8;8;7;4;16;
22.09.2020;4;3;9;10;4;30;
23.09.2020;5;7;6;10;7;18;
24.09.2020;4;7;4;5;6;14;
25.09.2020;3;9;6;8;8;15;
26.09.2020;7;10;6;4;5;18;
27.09.2020;6;11;4;2;3;27;
28.09.2020;6;8;7;10;3;16;
29.09.2020;8;4;3;6;6;27;
30.09.2020;8;7;4;4;7;15;
01.10.2020;8;9;5;7;14;20;
02.10.2020;7;4;6;8;6;15;
03.10.2020;4;8;4;10;11;12;
04.10.2020;3;7;11;8;3;24;
05.10.2020;7;7;5;3;7;18;
06.10.2020;8;9;5;3;12;9;
07.10.2020;8;7;11;10;4;18;
08.10.2020;4;10;6;7;3;12;
09.10.2020;10;8;8;7;8;12;
10.10.2020;3;6;8;5;7;15;
11.10.2020;9;10;5;7;7;18;
12.10.2020;3;8;7;5;7;18;
13.10.2020;7;7;10;5;10;17;
14.10.2020;2;8;12;8;6;11;
15.10.2020;9;7;9;2;6;11;
16.10.2020;7;6;7;5;10;14;
17.10.2020;9;5;9;10;9;16;
18.10.2020;7;6;5;11;6;11;
19.10.2020;8;15;5;9;9;6;
20.10.2020;5;4;9;13;9;12;
21.10.2020;5;8;7;4;7;8;
22.10.2020;12;3;7;4;10;14;
23.10.2020;5;6;9;8;4;18;
24.10.2020;4;6;11;5;5;11;
25.10.2020;9;10;10;11;6;14;
26.10.2020;6;9;5;3;8;9;
27.10.2020;12;8;11;4;5;8;
28.10.2020;6;7;4;4;11;9;
29.10.2020;9;5;10;5;5;8;
30.10.2020;2;4;4;6;11;11;
31.10.2020;6;8;8;6;4;13;
01.11.2020;6;7;3;7;4;11;
02.11.2020;5;7;8;8;5;13;
03.11.2020;9;9;10;8;6;13;
04.11.2020;6;7;4;5;7;12;
05.11.2020;2;6;7;6;3;9;
06.11.2020;5;8;8;6;4;14;
07.11.2020;5;9;7;11;10;12;
08.11.2020;10;8;5;7;10;15;
09.11.2020;9;7;8;12;5;9;
10.11.2020;5;8;5;4;11;8;
11.11.2020;3;14;8;5;2;13;
12.11.2020;10;13;6;5;3;17;
13.11.2020;7;5;8;3;5;10;
14.11.2020;8;8;7;4;10;10;
15.11.2020;6;9;12;10;14;7;
16.11.2020;4;11;7;5;3;8;
17.11.2020;4;10;8;6;5;17;
18.11.2020;4;4;8;3;6;16;
19.11.2020;3;5;9;4;4;5;
20.11.2020;8;12;3;11;8;17;
21.11.2020;9;6;12;4;7;6;
22.11.2020;8;7;5;12;6;19;
23.11.2020;2;6;7;8;5;12;
24.11.2020;7;3;12;8;12;12;
25.11.2020;8;11;8;7;6;11;
26.11.2020;8;7;6;5;9;3;
27.11.2020;4;7;3;4;6;12;
28.11.2020;6;4;4;7;6;10;
29.11.2020;7;10;5;10;5;11;
30.11.2020;6;11;4;7;5;9;
01.12.2020;10;8;6;14;6;9;
02.12.2020;5;6;10;5;8;13;
03.12.2020;2;4;6;12;8;14;
04.12.2020;3;8;9;11;7;11;
05.12.2020;3;3;6;8;15;11;
06.12.2020;7;11;7;7;6;8;
07.12.2020;12;11;8;9;10;17;
08.12.2020;12;3;9;6;7;18;
09.12.2020;5;12;16;6;9;12;
10.12.2020;11;7;11;7;7;15;
11.12.2020;9;4;4;12;8;11;
12.12.2020;3;8;7;9;5;10;
13.12.2020;8;6;13;9;12;10;
14.12.2020;3;8;7;15;12;17;
15.12.2020;8;9;1;10;6;16;
16.12.2020;6;7;5;14;3;3;
17.12.2020;9;9;6;13;8;6;
18.12.2020;6;0;5;7;7;15;
19.12.2020;7;7;8;3;10;18;
20.12.2020;5;6;10;12;7;9;
21.12.2020;5;5;9;8;10;20;
22.12.2020;10;9;10;10;6;12;
23.12.2020;9;14;7;8;8;9;
24.12.2020;9;18;7;5;10;12;
25.12.2020;7;10;11;11;10;11;
26.12.2020;7;14;5;19;7;8;
27.12.2020;7;10;5;8;11;7;
28.12.2020;9;3;9;6;10;11;
29.12.2020;9;11;11;10;10;16;
30.12.2020;8;8;9;11;0;7;7
31.12.2020;8;12;4;14;0;7;7
